*rse  [safe: not_safe=0.317, safe=0.683]
funfuck  [safe: not_safe=0.026, safe=0.974]
fungus  [safe: not_safe=0.119, safe=0.881]
fuq  [safe: not_safe=0.161, safe=0.839]
furzulo  [not safe: not_safe=0.869, safe=0.131]
futanari  [safe: not_safe=0.014, safe=0.986]
futanary  [safe: not_safe=0.006, safe=0.994]
futhamucka  [safe: not_safe=0.807, safe=0.193]
futkretzn  [safe: not_safe=0.390, safe=0.610]
fuuck  [safe: not_safe=0.347, safe=0.653]
fux  [safe: not_safe=0.810, safe=0.190]
fux0r  [safe: not_safe=0.089, safe=0.911]
fuxor  [not safe: not_safe=0.960, safe=0.040]
fvck  [safe: not_safe=0.028, safe=0.972]
fvck you  [not safe: not_safe=0.998, safe=0.002]
fvcka  [safe: not_safe=0.093, safe=0.907]
fvcker  [safe: not_safe=0.027, safe=0.973]
fvckers  [safe: not_safe=0.103, safe=0.897]
fvckin  [safe: not_safe=0.267, safe=0.733]
fvcking  [safe: not_safe=0.019, safe=0.981]
fvckker  [safe: not_safe=0.671, safe=0.329]
fvckwhi  [safe: not_safe=0.134, safe=0.866]
fvk  [safe: not_safe=0.040, safe=0.960]
fxck  [safe: not_safe=0.569, safe=0.431]
fxcked  [safe: not_safe=0.611, safe=0.389]
fxcker  [safe: not_safe=0.463, safe=0.537]
fxcking  [safe: not_safe=0.212, safe=0.788]
føkk  [not safe: not_safe=0.948, safe=0.052]
føkka  [safe: not_safe=0.643, safe=0.357]
føkkings  [safe: not_safe=0.010, safe=0.990]
g*atf*cker  [safe: not_safe=0.603, safe=0.397]
g*ddammit  [safe: not_safe=0.410, safe=0.590]
g*ddamn  [safe: not_safe=0.457, safe=0.543]
g0ddamn  [safe: not_safe=0.030, safe=0.970]
g0ddamned  [safe: not_safe=0.021, safe=0.979]
g0ddamnit  [safe: not_safe=0.016, safe=0.984]
g@y b1tch  [safe: not_safe=0.011, safe=0.989]
g@ylord  [safe: not_safe=0.005, safe=0.995]
g@yshit  [safe: not_safe=0.018, safe=0.982]
gaand  [not safe: not_safe=0.822, safe=0.178]
gaandfat  [safe: not_safe=0.073, safe=0.927]
gaandmasti  [safe: not_safe=0.029, safe=0.971]
gaandufad  [safe: not_safe=0.103, safe=0.897]
gadverdamme  [safe: not_safe=0.151, safe=0.849]
gae  [safe: not_safe=0.345, safe=0.655]
gai  [safe: not_safe=0.147, safe=0.853]
galbak  [safe: not_safe=0.622, safe=0.378]
gandfattu  [safe: not_safe=0.168, safe=0.832]
gandu  [safe: not_safe=0.390, safe=0.610]
gangbang  [safe: not_safe=0.012, safe=0.988]
gangbanged  [safe: not_safe=0.292, safe=0.708]
gangbanger  [safe: not_safe=0.010, safe=0.990]
gangbangs  [safe: not_safe=0.029, safe=0.971]
gangsta  [safe: not_safe=0.027, safe=0.973]
ganja  [safe: not_safe=0.159, safe=0.841]
gash-stabber  [safe: not_safe=0.015, safe=0.985]
gashti  [safe: not_safe=0.673, safe=0.327]
gassyass  [safe: not_safe=0.099, safe=0.901]
gasti  [safe: not_safe=0.009, safe=0.991]
gat  [safe: not_safe=0.087, safe=0.913]
gatorbait  [safe: not_safe=0.270, safe=0.730]
gay  [safe: not_safe=0.027, safe=0.973]
gayass  [safe: not_safe=0.052, safe=0.948]
gaybob  [safe: not_safe=0.032, safe=0.968]
gaybor  [safe: not_safe=0.009, safe=0.991]
gayboy  [safe: not_safe=0.010, safe=0.990]
gaydo  [safe: not_safe=0.186, safe=0.814]
gayfuck  [safe: not_safe=0.033, safe=0.967]
gayfuckist  [safe: not_safe=0.014, safe=0.986]
gaygirl  [safe: not_safe=0.027, safe=0.973]
gaylord  [safe: not_safe=0.009, safe=0.991]
gaylords  [safe: not_safe=0.049, safe=0.951]
gaymuthafuckinwhore  [safe: not_safe=0.014, safe=0.986]
gays  [safe: not_safe=0.225, safe=0.775]
gaysex  [safe: not_safe=0.021, safe=0.979]
gaytard  [safe: not_safe=0.080, safe=0.920]
gaywad  [safe: not_safe=0.022, safe=0.978]
gayz  [safe: not_safe=0.201, safe=0.799]
geci  [safe: not_safe=0.365, safe=0.635]
gecibb  [safe: not_safe=0.065, safe=0.935]
gecik  [safe: not_safe=0.059, safe=0.941]
geciket  [not safe: not_safe=0.974, safe=0.026]
gecit  [safe: not_safe=0.352, safe=0.648]
gedoogzone  [safe: not_safe=0.015, safe=0.985]
geebag  [safe: not_safe=0.157, safe=0.843]
geezer  [safe: not_safe=0.010, safe=0.990]
gefickt  [safe: not_safe=0.008, safe=0.992]
geil  [not safe: not_safe=0.946, safe=0.054]
geilneef  [safe: not_safe=0.515, safe=0.485]
geisteskrank  [safe: not_safe=0.009, safe=0.991]
geni  [safe: not_safe=0.090, safe=0.910]
genital  [safe: not_safe=0.021, safe=0.979]
genitals  [safe: not_safe=0.078, safe=0.922]
gerbe  [safe: not_safe=0.428, safe=0.572]
gerber  [not safe: not_safe=0.840, safe=0.160]
gesodemieter  [safe: not_safe=0.041, safe=0.959]
getiton  [safe: not_safe=0.797, safe=0.203]
gey  [safe: not_safe=0.142, safe=0.858]
gfy  [safe: not_safe=0.047, safe=0.953]
ghassa  [safe: not_safe=0.498, safe=0.502]
ghasti  [safe: not_safe=0.152, safe=0.848]
ghay  [safe: not_safe=0.066, safe=0.934]
ghey  [safe: not_safe=0.283, safe=0.717]
gigolo  [safe: not_safe=0.676, safe=0.324]
gilipichis  [safe: not_safe=0.297, safe=0.703]
gilipollas  [safe: not_safe=0.250, safe=0.750]
gin jockey  [safe: not_safe=0.006, safe=0.994]
ginzo  [safe: not_safe=0.121, safe=0.879]
ginzos  [safe: not_safe=0.080, safe=0.920]
gipp  [safe: not_safe=0.024, safe=0.976]
gippo  [safe: not_safe=0.273, safe=0.727]
gippos  [safe: not_safe=0.337, safe=0.663]
gipps  [safe: not_safe=0.095, safe=0.905]
girlieboy  [safe: not_safe=0.037, safe=0.963]
girly bits  [not safe: not_safe=0.998, safe=0.002]
girlyboy  [not safe: not_safe=0.844, safe=0.156]
givehead  [safe: not_safe=0.161, safe=0.839]
glans  [safe: not_safe=0.152, safe=0.848]
glazeddonut  [safe: not_safe=0.150, safe=0.850]
go fuck yourself  [not safe: not_safe=0.998, safe=0.002]
go to hell  [not safe: not_safe=0.991, safe=0.009]
goatcx  [safe: not_safe=0.116, safe=0.884]
goatfucker  [safe: not_safe=0.159, safe=0.841]
goatse  [not safe: not_safe=0.977, safe=0.023]
gob  [safe: not_safe=0.160, safe=0.840]
gobshite  [not safe: not_safe=0.981, safe=0.019]
god dammit  [not safe: not_safe=0.997, safe=0.003]
god damn  [not safe: not_safe=0.997, safe=0.003]
god damn it  [not safe: not_safe=0.998, safe=0.002]
god damned  [not safe: not_safe=0.998, safe=0.002]
god damnit  [not safe: not_safe=0.997, safe=0.003]
god-dam  [not safe: not_safe=0.975, safe=0.025]
god-damned  [not safe: not_safe=0.995, safe=0.005]
godam  [not safe: not_safe=0.909, safe=0.091]
godammit  [safe: not_safe=0.020, safe=0.980]
godamn  [safe: not_safe=0.597, safe=0.403]
godamnit  [safe: not_safe=0.758, safe=0.242]
godd@amn  [safe: not_safe=0.023, safe=0.977]
godd@mnit  [safe: not_safe=0.018, safe=0.982]
goddam  [safe: not_safe=0.288, safe=0.712]
goddamit  [safe: not_safe=0.012, safe=0.988]
goddamm  [not safe: not_safe=0.950, safe=0.050]
goddammit  [safe: not_safe=0.150, safe=0.850]
goddamn  [safe: not_safe=0.651, safe=0.349]
goddamn mothafuckers  [not safe: not_safe=0.993, safe=0.007]
goddamn son of a bitch  [not safe: not_safe=0.998, safe=0.002]
goddamn son-of-a-bitch  [not safe: not_safe=0.996, safe=0.004]
goddamned  [safe: not_safe=0.312, safe=0.688]
goddamnes  [safe: not_safe=0.247, safe=0.753]
goddamnit  [safe: not_safe=0.167, safe=0.833]
goddamnmuthafucker  [safe: not_safe=0.579, safe=0.421]
godsdamn  [safe: not_safe=0.674, safe=0.326]
godverdomme  [not safe: not_safe=0.995, safe=0.005]
gokkun  [safe: not_safe=0.760, safe=0.240]
goldenshower  [not safe: not_safe=0.995, safe=0.005]
goldone  [not safe: not_safe=0.983, safe=0.017]
golliwog  [safe: not_safe=0.058, safe=0.942]
golliwogs  [safe: not_safe=0.290, safe=0.710]
gonad  [safe: not_safe=0.041, safe=0.959]
gonads  [safe: not_safe=0.039, safe=0.961]
gonorrehea  [safe: not_safe=0.078, safe=0.922]
gonzagas  [safe: not_safe=0.283, safe=0.717]
gooch  [safe: not_safe=0.033, safe=0.967]
goodpoop  [safe: not_safe=0.009, safe=0.991]
gook  [safe: not_safe=0.594, safe=0.406]
gookeye  [safe: not_safe=0.009, safe=0.991]
gookeyes  [safe: not_safe=0.008, safe=0.992]
gookies  [safe: not_safe=0.512, safe=0.488]
gooks  [safe: not_safe=0.306, safe=0.694]
gooky  [safe: not_safe=0.261, safe=0.739]
gora  [not safe: not_safe=0.977, safe=0.023]
goras  [not safe: not_safe=0.959, safe=0.041]
goregasm  [safe: not_safe=0.011, safe=0.989]
gotohell  [not safe: not_safe=0.840, safe=0.160]
gouine  [safe: not_safe=0.223, safe=0.777]
gowl  [not safe: not_safe=0.970, safe=0.030]
goy  [safe: not_safe=0.803, safe=0.197]
goyim  [not safe: not_safe=0.878, safe=0.122]
gozar  [safe: not_safe=0.712, safe=0.288]
graftak  [safe: not_safe=0.013, safe=0.987]
gratenkut  [safe: not_safe=0.236, safe=0.764]
greaseball  [safe: not_safe=0.008, safe=0.992]
greaseballs  [safe: not_safe=0.010, safe=0.990]
greaser  [safe: not_safe=0.003, safe=0.997]
grelho  [not safe: not_safe=0.991, safe=0.009]
greppeldel  [not safe: not_safe=0.844, safe=0.156]
griet  [safe: not_safe=0.215, safe=0.785]
gringo  [safe: not_safe=0.547, safe=0.453]
groe  [not safe: not_safe=0.993, safe=0.007]
grogniasse  [not safe: not_safe=0.964, safe=0.036]
groid  [safe: not_safe=0.008, safe=0.992]
groids  [safe: not_safe=0.087, safe=0.913]
grope  [not safe: not_safe=0.996, safe=0.004]
groper  [not safe: not_safe=0.857, safe=0.143]
grostulation  [safe: not_safe=0.088, safe=0.912]
gspot  [safe: not_safe=0.170, safe=0.830]
gstring  [not safe: not_safe=0.991, safe=0.009]
gtfo  [safe: not_safe=0.083, safe=0.917]
guardone  [safe: not_safe=0.390, safe=0.610]
guarrada  [safe: not_safe=0.166, safe=0.834]
gub  [safe: not_safe=0.069, safe=0.931]
gubba  [safe: not_safe=0.031, safe=0.969]
gubbas  [safe: not_safe=0.015, safe=0.985]
gubs  [safe: not_safe=0.038, safe=0.962]
gucchi  [safe: not_safe=0.129, safe=0.871]
gucchu  [safe: not_safe=0.036, safe=0.964]
gueule  [not safe: not_safe=0.988, safe=0.012]
guido  [safe: not_safe=0.049, safe=0.951]
guiena  [safe: not_safe=0.221, safe=0.779]
guineas  [safe: not_safe=0.129, safe=0.871]
guizi  [safe: not_safe=0.036, safe=0.964]
gummer  [safe: not_safe=0.146, safe=0.854]
guro  [safe: not_safe=0.342, safe=0.658]
gwailo  [safe: not_safe=0.017, safe=0.983]
gwailos  [safe: not_safe=0.060, safe=0.940]
gweilo  [safe: not_safe=0.107, safe=0.893]
gweilos  [safe: not_safe=0.402, safe=0.598]
gyopo  [safe: not_safe=0.075, safe=0.925]
gyopos  [safe: not_safe=0.026, safe=0.974]
gyp  [safe: not_safe=0.041, safe=0.959]
gyped  [safe: not_safe=0.095, safe=0.905]
gypo  [safe: not_safe=0.054, safe=0.946]
gypos  [safe: not_safe=0.026, safe=0.974]
gypp  [safe: not_safe=0.016, safe=0.984]
gypped  [safe: not_safe=0.013, safe=0.987]
gyppie  [safe: not_safe=0.450, safe=0.550]
gyppies  [safe: not_safe=0.743, safe=0.257]
gyppo  [safe: not_safe=0.050, safe=0.950]
gyppos  [safe: not_safe=0.401, safe=0.599]
gyppy  [safe: not_safe=0.060, safe=0.940]
gyppys  [safe: not_safe=0.635, safe=0.365]
gypsys  [safe: not_safe=0.038, safe=0.962]
gówno  [not safe: not_safe=0.974, safe=0.026]
göt  [not safe: not_safe=0.852, safe=0.148]
göte  [not safe: not_safe=0.976, safe=0.024]
götler  [not safe: not_safe=0.923, safe=0.077]
götlerde  [not safe: not_safe=0.941, safe=0.059]
götlerden  [not safe: not_safe=0.986, safe=0.014]
götlere  [safe: not_safe=0.687, safe=0.313]
götleri  [not safe: not_safe=0.900, safe=0.100]
götlerin  [not safe: not_safe=0.975, safe=0.025]
götte  [not safe: not_safe=0.978, safe=0.022]
götten  [not safe: not_safe=0.995, safe=0.005]
götveren  [safe: not_safe=0.676, safe=0.324]
götverende  [not safe: not_safe=0.982, safe=0.018]
götverenden  [not safe: not_safe=0.929, safe=0.071]
götverene  [not safe: not_safe=0.993, safe=0.007]
götvereni  [safe: not_safe=0.200, safe=0.800]
götverenin  [safe: not_safe=0.709, safe=0.291]
götverenler  [safe: not_safe=0.330, safe=0.670]
götverenlerde  [safe: not_safe=0.483, safe=0.517]
götverenlerden  [safe: not_safe=0.592, safe=0.408]
götverenlere  [safe: not_safe=0.108, safe=0.892]
götverenleri  [safe: not_safe=0.200, safe=0.800]
götverenlerin  [safe: not_safe=0.086, safe=0.914]
götü  [safe: not_safe=0.298, safe=0.702]
götün  [not safe: not_safe=0.970, safe=0.030]
h*ll  [safe: not_safe=0.150, safe=0.850]
h*rseh*t  [not safe: not_safe=0.846, safe=0.154]
haahka  [safe: not_safe=0.383, safe=0.617]
hackfresse  [safe: not_safe=0.076, safe=0.924]
hadji  [safe: not_safe=0.565, safe=0.435]
hadjis  [safe: not_safe=0.085, safe=0.915]
hairyback  [safe: not_safe=0.006, safe=0.994]
hairybacks  [safe: not_safe=0.004, safe=0.996]
haji  [safe: not_safe=0.054, safe=0.946]
hajis  [safe: not_safe=0.090, safe=0.910]
hajji  [safe: not_safe=0.051, safe=0.949]
hajjis  [safe: not_safe=0.037, safe=0.963]
hajzl  [safe: not_safe=0.060, safe=0.940]
halfbreed  [safe: not_safe=0.175, safe=0.825]
halfcaste  [safe: not_safe=0.046, safe=0.954]
hamas  [safe: not_safe=0.032, safe=0.968]
hamflap  [safe: not_safe=0.039, safe=0.961]
handjob  [safe: not_safe=0.087, safe=0.913]
hang urself  [not safe: not_safe=0.965, safe=0.035]
hang yourself  [not safe: not_safe=0.998, safe=0.002]
haole  [safe: not_safe=0.276, safe=0.724]
haoles  [safe: not_safe=0.034, safe=0.966]
hapa  [safe: not_safe=0.154, safe=0.846]
harami  [safe: not_safe=0.115, safe=0.885]
haramzade  [safe: not_safe=0.034, safe=0.966]
hardcore  [safe: not_safe=0.037, safe=0.963]
hardcoresex  [safe: not_safe=0.108, safe=0.892]
hardon  [not safe: not_safe=0.992, safe=0.008]
harem  [not safe: not_safe=0.965, safe=0.035]
harry palms  [not safe: not_safe=0.997, safe=0.003]
hatullinen  [not safe: not_safe=0.955, safe=0.045]
hawas  [safe: not_safe=0.050, safe=0.950]
headfuck  [safe: not_safe=0.574, safe=0.426]
hebe  [not safe: not_safe=0.994, safe=0.006]
hebes  [not safe: not_safe=0.982, safe=0.018]
heeb  [safe: not_safe=0.409, safe=0.591]
heebs  [not safe: not_safe=0.960, safe=0.040]
hell  [not safe: not_safe=0.991, safe=0.009]
hells  [not safe: not_safe=0.997, safe=0.003]
helvete  [safe: not_safe=0.178, safe=0.822]
helvetet  [safe: not_safe=0.163, safe=0.837]
helvetisti  [safe: not_safe=0.086, safe=0.914]
hentai  [safe: not_safe=0.039, safe=0.961]
heroin  [not safe: not_safe=0.891, safe=0.109]
heroína  [safe: not_safe=0.546, safe=0.454]
herp  [safe: not_safe=0.344, safe=0.656]
herpes  [safe: not_safe=0.423, safe=0.577]
herpy  [not safe: not_safe=0.815, safe=0.185]
heshe  [safe: not_safe=0.107, safe=0.893]
hestepik  [safe: not_safe=0.109, safe=0.891]
heterosexual  [safe: not_safe=0.007, safe=0.993]
hevonkuusi  [safe: not_safe=0.123, safe=0.877]
hevonpaska  [safe: not_safe=0.565, safe=0.435]
hevonperse  [not safe: not_safe=0.982, safe=0.018]
hevonvittu  [safe: not_safe=0.636, safe=0.364]
hevonvitunperse  [safe: not_safe=0.261, safe=0.739]
higg3r  [safe: not_safe=0.043, safe=0.957]
higg@  [safe: not_safe=0.009, safe=0.991]
higga  [safe: not_safe=0.017, safe=0.983]
higger  [safe: not_safe=0.050, safe=0.950]
higgers  [not safe: not_safe=0.894, safe=0.106]
hijacker  [safe: not_safe=0.005, safe=0.995]
hijacking  [safe: not_safe=0.004, safe=0.996]
hijaputa  [safe: not_safe=0.396, safe=0.604]
hijda  [safe: not_safe=0.484, safe=0.516]
hijo de puta  [safe: not_safe=0.037, safe=0.963]
hijoputa  [safe: not_safe=0.259, safe=0.741]
hijra  [safe: not_safe=0.192, safe=0.808]
hillbillies  [safe: not_safe=0.009, safe=0.991]
hillbilly  [safe: not_safe=0.035, safe=0.965]
hindoo  [safe: not_safe=0.013, safe=0.987]
hiscock  [not safe: not_safe=0.838, safe=0.162]
hitler  [safe: not_safe=0.018, safe=0.982]
hitlerism  [safe: not_safe=0.040, safe=0.960]
hitlerist  [safe: not_safe=0.013, safe=0.987]
hitosti  [safe: not_safe=0.066, safe=0.934]
hitto  [safe: not_safe=0.379, safe=0.621]
ho  [safe: not_safe=0.040, safe=0.960]
hoar  [safe: not_safe=0.381, safe=0.619]
hoare  [safe: not_safe=0.455, safe=0.545]
hobag  [safe: not_safe=0.030, safe=0.970]
hodgie  [safe: not_safe=0.022, safe=0.978]
hoe  [safe: not_safe=0.049, safe=0.951]
hoe-asses  [safe: not_safe=0.138, safe=0.862]
hoebag  [safe: not_safe=0.053, safe=0.947]
hoempert  [not safe: not_safe=0.888, safe=0.112]
hoer  [safe: not_safe=0.729, safe=0.271]
hoerenbuurt  [safe: not_safe=0.028, safe=0.972]
hoerenloper  [safe: not_safe=0.040, safe=0.960]
hoerig  [safe: not_safe=0.185, safe=0.815]
hoes  [safe: not_safe=0.793, safe=0.207]
hol  [safe: not_safe=0.035, safe=0.965]
holestuffer  [safe: not_safe=0.505, safe=0.495]
holy fuck  [not safe: not_safe=0.998, safe=0.002]
homey  [not safe: not_safe=0.970, safe=0.030]
homo  [safe: not_safe=0.054, safe=0.946]
homo asses  [not safe: not_safe=0.986, safe=0.014]
homobangers  [safe: not_safe=0.263, safe=0.737]
homodumbshit  [safe: not_safe=0.024, safe=0.976]
homoerotic  [safe: not_safe=0.061, safe=0.939]
homoerótico  [safe: not_safe=0.063, safe=0.937]
homoey  [safe: not_safe=0.235, safe=0.765]
homos  [safe: not_safe=0.446, safe=0.554]
homosexual  [safe: not_safe=0.074, safe=0.926]
honger  [safe: not_safe=0.152, safe=0.848]
honkers  [not safe: not_safe=0.987, safe=0.013]
honkey  [safe: not_safe=0.207, safe=0.793]
honkeys  [safe: not_safe=0.155, safe=0.845]
honkie  [safe: not_safe=0.288, safe=0.712]
honkies  [safe: not_safe=0.122, safe=0.878]
honky  [not safe: not_safe=0.976, safe=0.024]
hooch  [safe: not_safe=0.011, safe=0.989]
hooker  [safe: not_safe=0.004, safe=0.996]
hookers  [safe: not_safe=0.005, safe=0.995]
hoor  [safe: not_safe=0.014, safe=0.986]
hoore  [safe: not_safe=0.086, safe=0.914]
hootch  [safe: not_safe=0.051, safe=0.949]
hooter  [safe: not_safe=0.010, safe=0.990]
hooters  [safe: not_safe=0.019, safe=0.981]
hope you die  [not safe: not_safe=0.998, safe=0.002]
hore  [safe: not_safe=0.226, safe=0.774]
hori  [not safe: not_safe=0.820, safe=0.180]
horis  [not safe: not_safe=0.995, safe=0.005]
hork  [safe: not_safe=0.025, safe=0.975]
horndawg  [not safe: not_safe=0.970, safe=0.030]
horndog  [not safe: not_safe=0.992, safe=0.008]
horney  [not safe: not_safe=0.988, safe=0.012]
horniest  [safe: not_safe=0.541, safe=0.459]
horny  [not safe: not_safe=0.990, safe=0.010]
horseshit  [not safe: not_safe=0.986, safe=0.014]
hosejob  [safe: not_safe=0.045, safe=0.955]
hoser  [safe: not_safe=0.035, safe=0.965]
hostia  [safe: not_safe=0.535, safe=0.465]
hotcarl  [safe: not_safe=0.006, safe=0.994]
hotdamn  [safe: not_safe=0.025, safe=0.975]
hotpussy  [safe: not_safe=0.140, safe=0.860]
hotsex  [safe: not_safe=0.015, safe=0.985]
hottotrot  [safe: not_safe=0.052, safe=0.948]
hovno  [safe: not_safe=0.051, safe=0.949]
howtokill  [safe: not_safe=0.012, safe=0.988]
howtomurdep  [safe: not_safe=0.095, safe=0.905]
huevon  [safe: not_safe=0.145, safe=0.855]
hufter  [not safe: not_safe=0.824, safe=0.176]
hugefat  [safe: not_safe=0.772, safe=0.228]
hui  [safe: not_safe=0.037, safe=0.963]
huisdealer  [safe: not_safe=0.032, safe=0.968]
huj  [safe: not_safe=0.016, safe=0.984]
hummer  [safe: not_safe=0.049, safe=0.951]
humped  [not safe: not_safe=0.998, safe=0.002]
humper  [safe: not_safe=0.014, safe=0.986]
humpher  [not safe: not_safe=0.985, safe=0.015]
humphim  [safe: not_safe=0.555, safe=0.445]
humpin  [not safe: not_safe=0.853, safe=0.147]
humping  [safe: not_safe=0.772, safe=0.228]
huorata  [safe: not_safe=0.281, safe=0.719]
hure  [not safe: not_safe=0.997, safe=0.003]
hurensohn  [safe: not_safe=0.265, safe=0.735]
hussy  [safe: not_safe=0.783, safe=0.217]
hustler  [safe: not_safe=0.039, safe=0.961]
hymen  [safe: not_safe=0.100, safe=0.900]
hymie  [safe: not_safe=0.011, safe=0.989]
hymies  [safe: not_safe=0.056, safe=0.944]
hässiä  [safe: not_safe=0.083, safe=0.917]
hård  [not safe: not_safe=0.995, safe=0.005]
iblowu  [safe: not_safe=0.529, safe=0.471]
idiota  [safe: not_safe=0.087, safe=0.913]
ike  [not safe: not_safe=0.962, safe=0.038]
ikes  [not safe: not_safe=0.979, safe=0.021]
ikey  [safe: not_safe=0.195, safe=0.805]
ikeymo  [safe: not_safe=0.010, safe=0.990]
ikeymos  [safe: not_safe=0.009, safe=0.991]
ikwe  [safe: not_safe=0.032, safe=0.968]
illegal  [safe: not_safe=0.029, safe=0.971]
illegals  [safe: not_safe=0.272, safe=0.728]
imbecil  [safe: not_safe=0.007, safe=0.993]
imbecille  [safe: not_safe=0.166, safe=0.834]
imbécil  [safe: not_safe=0.052, safe=0.948]
inbred  [safe: not_safe=0.027, safe=0.973]
incazzarsi  [safe: not_safe=0.085, safe=0.915]
incest  [safe: not_safe=0.050, safe=0.950]
incoglionirsi  [safe: not_safe=0.006, safe=0.994]
indon  [not safe: not_safe=0.925, safe=0.075]
indons  [safe: not_safe=0.182, safe=0.818]
inferno  [not safe: not_safe=0.911, safe=0.089]
infierno  [safe: not_safe=0.059, safe=0.941]
ingoio  [not safe: not_safe=0.865, safe=0.135]
injun  [safe: not_safe=0.005, safe=0.995]
injuns  [safe: not_safe=0.042, safe=0.958]
insest  [not safe: not_safe=0.985, safe=0.015]
intercourse  [safe: not_safe=0.005, safe=0.995]
interracial  [safe: not_safe=0.029, safe=0.971]
intheass  [safe: not_safe=0.004, safe=0.996]
inthebuff  [safe: not_safe=0.022, safe=0.978]
ische  [safe: not_safe=0.250, safe=0.750]
israels  [safe: not_safe=0.212, safe=0.788]
j*ckass  [not safe: not_safe=0.957, safe=0.043]
j*ckoff  [safe: not_safe=0.237, safe=0.763]
j*goff  [safe: not_safe=0.066, safe=0.934]
j*rk  [safe: not_safe=0.249, safe=0.751]
j*sm  [safe: not_safe=0.174, safe=0.826]
j*zz  [safe: not_safe=0.540, safe=0.460]
j*zzmopper  [safe: not_safe=0.445, safe=0.555]
j-offs  [safe: not_safe=0.021, safe=0.979]
j3rk  [safe: not_safe=0.053, safe=0.947]
ja!lbait  [safe: not_safe=0.016, safe=0.984]
